title,author,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
The Builders,Daniel Polansky,,,,,,,,X,,,,,,,,X,,,,,,,,,
The Burial,Drew Montgomery,,,,,,,,,,,,,,,,,,,,H,,,,,
The Buried Few,M. J. Lau,,,,,,,,,,,,,,,,,,,,X,,,,,
The Buried Giant,Kazuo Ishiguro,,,,,,,,,,,,,,,,,,,,,H,,,,
The Burning Isle,Will Panzo,,,,,,,,X,,,,,,,,,,,,,,,,,
The Butcher Boy,Patrick McCabe,,,,,,,,,,,,,,,,,,,,,H,,,,
The Calculating Stars,Mary Robinette Kowal,,,,H,,,,,,,,,,,,,,,H,,,,,,
The Caphenon,Fletcher DeLancey,,,,,,,,,,,,,,,,,,,,,H,,,,
The Cardinal's Blades,Pierre Pevel,,,,,,,,,,,,,,,,,,,,,H,,,,
The Ceremonies,T. E. D. Klein,,,,,,,,,,,,,,,,,,,,,H,,,,
The Changeling,Victor LaValle,,,,,,,,,,,,,,,,,,,,,,X,,,X
The Changeling Sea,Patricia A. McKillip,,,,,,,,,,,,,,,,,,,,,H,,,,
The Chase For Choronzon,Jaq D. Hawkins,,,,,,,,,,,X,,,,,,,,,,,,,,
The Children of Llyr,Evangeline Walton,,,,,,,,,,,,,,,,,,,,,H,,,,
The Children Star,Joan Slonczewski,,,,,,,,,,,,,,,,,,,,,H,,,,
The Chimes,Anna Smaill,,,,,,H,,,,,,,,,,,,,,,,,,,
The Chosen and the Beautiful,Nghi Vo,,,,H,,H,,,,,,,,,,,,,,,,,,,
The Chosen Ones,Azize Asgarally,,,,,,,,,,,,,,,H,,,,,,,,,,
The Chronicles of Ghadid,KA Dore,H,,,,,,,,,,,,,,,,,,,,,,,,
The Chronicles of St. Mary's,Jodi Taylor,,,,,,,,,,,,,,,,,X,,,,,,,,
The Chronicles of Thomas Covenant,Stephen R. Donaldson,,,,,,,X,,,,,,,,,,,,,,H,,,,
The Church of Dead Girls,Stephen Dobyns,,,,,,,,,,,,,,,,,,,,,H,,,,
The Circle Reforged,Tamora Pierce,H,,,,,,,,,,,,,,,,,,,,,,,,
The Circus of the Earth and the Air,Brooke Stevens,,,,,,,,,,,,,,,,,,,,,H,,,,
The City and the City,China Miéville,,,,,,X,,,,,,,,,,,,,,,,,,,
The City Beautiful,Aden Polydoros,,,,H,,,,,,,,,,,,,,,,,,,,,
The City in the Middle of the Night,Charlie Jane Anders,H,H,,,,,,X,,X,,,,,,,,,,,,,,,
The City of Brass,S. A. Chakraborty,,,,,,,,X,,,,,,,,,,,,,H,,,,
The City of Silk and Steel,"M.R. Carey, Linda Carey, Louise Carey",,,H,,,,,,,,,,,,,,,,,,,,,,
The City of Woven Streets,Emmi Itaranta,,,,,,H,,,,H,,,,,,,,,,,,,,,
The City We Became,N.K. Jemisin,H,,,,,,,,,,,,,X,,,,,,,,,,,
The City Who Fought,Anne McCaffrey and S.M. Stirling,,,X,,,,,,,,,,,,,,,,,,,,,,
"The City, Not Long After",Pat Murphy,,,,,,,,,,,,,,,,,,,,,H,,,,
The Classic Stories of H.G. Wells,H.G. Wells,,,,,,,,,,,,,,,,,,H,,,,,,,
The Clockwork Rocket,Greg Egan,,,,,,,,,,,,,,,,H,,,,,,,,,
The Clockwork Tartan,Raymond St. Elmo,,,,,,,,,,,,,,,,,,,,H,,,,,
The Cloud Roads,Martha Wells,,H,,,,,,X,,,,,,,,,,,,,,,,,
The Club Dumas,Arturo Pérez-Reverte,,,,,,,,,,,,,,,,,,,,,H,,,,
The Cobbler's Boy,Elizabeth Bear and Katherine Addison,,,X,,,,,,,,,,,,,,,,,,,,,,
The Collapsing Empire,John Scalzi,H,,,,,,,,,,,,,,,,,,,,,,,,
The Colony,Jillian Weise,,,,,,,,,,,,,,,,,,,,,H,,,,
The Color of Magic,Terry Pratchett,,,,,,,,X,,,,,,,,,,,,,,,,,
The Combat Codes,Alexander Darwin,,,,,,,,X,,,,,,,,,,,,,,,,,
The Conqueror's Saga,Kiersten White,H,,,,,,,,,,,,,,,,,,,,,,,,
The Corum Trilogy,Michael Moorcock,,,,,,,,,,,,,,,,,,,,,H,,,,
The Courier's New Bicycle,Kim Westwood,,,,,,,,,,,,,,,,,,,,,H,,,,
The Court of Broken Knives,Anna Smith Spark,,,,,,,,X,,,,,,,,,,,,,H,,,,
The Craft Sequence,Max Gladstone,X,,,,,,,,,,,,,,,,,,,,,,,,
The Crimson Queen,Alec Hutson,,,,,,,,X,,,,,,,,,,,,,,,,,
The Cruel Prince,Holly Black,,,,,,,H,,,,,,,,,,,,,,,,,,
The Crystal Curtain,Sandy Bayer,,,,,,,,,,,,,,,,,,,,,H,,,,
The Cure,JG Faherty,,,,,,,,,,,,,,,,,,,,,H,,,,
The Curse of Chalion,Lois McMaster Bujold,,,,,,X,,,,,,,,,,,,,H,,,,,,
The Curse of the Mistwraith,Janny Wurts,,,,,,,,X,,,,,,,,,,,,,,,,,
The Custard Protocol,Gail Carriger,H,,,,,,,,,,,,,,,,,,,,,,,,
The Cybernetic Tea Shop,Meredith Katz,H,,,,,H,,X,,,,,,,,X,,,,,,,,,
The Cygnet and the Firebird,Patricia A. McKillip,,,,,,,,,,,,,,,,,,,,,H,,,,
The Damiano Trilogy,R. A. MacAvoy,,,,,,,,,,,,,,,,,,,,,H,,,,
The Damnation Game,Clive Barker,,,,,,,,,,,,,,,,,,,,,H,,,,
The Dancers of Arun,Elizabeth A. Lynn,,,,,,,,,,,,,,,,,,,,,H,,,,
The Danish Girl,David Ebershoff,,,,,,,,,,,,,,,,,,,,,H,,,,
The Dark Abyss of Our Sins,Krista D. Ball,H,,,,,,,,,X,,,,,,,,,H,,,,,,
The Dark Beyond the Stars,Frank M. Robinson,,,,,X,,,,,,,,,,,,,,,,,,,,
The Dark Bright Water,Patricia Wrightson,,,,,,,,,,,,,,,,,,,,,H,,,,
The Dark Disciple,Dan Neil,,,,,,,,,H,,,,,,,,,,,H,,,H,,X
The Dark Is Rising,Susan Cooper,,,,,,,,,,,,,,,,,,,,,H,,,,
The Dark Tower III: The Waste Lands,Stephen King,,,,,,,,,,,,,,,,,,,,,H,,,,
The Dark Tower V: Wolves of the Calla,Stephen King,,,,,,,,,,,,,,,,,,,,,H,,,,
The Darkangel,Meredith Ann Pierce,,,,,,,,,,,,,,,,,,,,,H,,,,
The Darkest Corners,Drew Montgomery,,,,,,,,,,,,,,,,,,,,H,,,,,
The Darkest Part of the Forest,Holly Black,,,,,,,,,,,,,,,,,,,,,H,,,,
The Darkness Outside Us,Eliot Schrefer,,,,,X,,,,,,,,,,,,,,,,,,,,
The Daylight War,Peter V. Brett,,,,,,,,,,,,,,,,,,,,,H,,,,
The Dazzle of Day,Molly Gloss,,,,,,,,,,,,,,,,,,,,,H,,,,
The Death and Life of Schneider Wrack,Nate Crowley,,,,,,,,,,,H,,,,,,,,,,,,,,
The Death of Jane Lawrence,Caitlin Starling,,,,X,,,,,,,H,,,,,,,,,,,,,,
The Death of Sleep,Anne McCaffrey and Jody Lynn Nye,,,X,,,,,,,,,,,,,,,,,,,,,,
The Deceased,Tom Piccirilli,,,,,,,,,,,,,,,,,,,,,H,,,,
The Deeds of Paksenarrion,Elizabeth Moon,H,,,,,,,,,,,,,,,,,,,,,,,,
The Deep,Alma Katsu,,,,,,,,,,,,,,,,,,,,,H,,,,
The Deep,Michaelbrent Collings,,,,,,,,,,,,,,,,,,,,,H,,,,
The Deep,Rivers Solomon,H,H,,,,H,,X,,,,,,,,,,,H,,,,,,
The Demons We See,Krista D. Ball,,,,,,,,X,,,,,,,,,,,,,,,,,
The Descent of Monsters,Neon Yang,,,,,,,,,,,,,,,,,,,,,H,,,,
The Desert Spear,Peter V. Brett,,,,,,,,,,,,,,,,,,,,,H,,,,
The Devil in Silver,Victor LaValle,,,,,,,,,,,,,,,,,,,X,,,,,,
The Devil Inside,Randy Boyd,,,,,,,,,,,,,,,,,,,,,H,,,,
The Devil You Know,Mike Carey,,,,,,,,,,,,,,,,,,,,,H,,,,
The Devourers,Indra Das,,,,H,,X,,,,,,,,,,,,,,,,,X,,
The Dispossessed,Ursula K. Le Guin,,H,,,,X,,,,,,,,,,,,,,,,,,,
The Diviners,Libba Bray,H,,,H,,,,,,,,,,,,,,,,,,,,,
The Djinn Falls in Love & Other Stories,"Mahvesh Murad & Jared Shurin, eds.",,,,,,,,X,,,,,,,,,,H,,,,,,,
The Doll Who Ate His Mother,Ramsey Campbell,,,,,,,,,,,,,,,,,,,,,H,,,,
The Door in the Hedge,Robin McKinley,,,,,,,,,,,,,,,,,,,,,H,,,,
The Doors of Eden,Adrian Tchaikovsky,H,,,,,,,,,,,,,,,,X,,,,,,,,
"The Drag Queen of Elfland (editor);, Things Invisible to See (editor)",Lawrence Schimel,,,,,,,,,,,,,,,,,,,,,H,,,,
The Dragon and the George,Gordon R. Dickson,,,,,,,,,,,,,,,,,,,,,H,,,,
The Dragon Republic,R.F. Kuang,,,,,,,,,,H,,,,,,,,,H,,,,,,
The Dragon Seller,F.G. Ferrario,,,,,,H,,,,,,,,,,,,,,,,,,,
The Dragonbone Chair,Tad Williams,,,,,,,,X,,,,,,,,,,,,,,,,,
The Dread Wyrm,Miles Cameron,,,,,,,,,,,,,,,,,,,,,H,,,,
The Dream Years,Lisa Goldstein,,,,,,,,,,,,,,,,,,,,,H,,,,
The Dream-Quest of Vellitt Boe,Kij Johnson,,,,,,,,,,,H,,,,,,,,,,,,,,
The Dreamblood Duology,N.K. Jemisin,,,,,,,,,,,,,,,H,,,,,,,,,,
The Drive-In,Joe R. Lansdale,,,,,,,,,,,,,,,,,,,,,H,,,,
The Driver,Ian Lewis,,,,,,,,,,,,,,,,,,,,H,,,,,
The Drowning Empire,Andrea Stewart,,H,,,,,,,,,,,,,,,,,,,,,,,
The Drowning Girl,Caitlin R. Kiernan,H,,,,,X,,,,,,,,,,,,,H,,,,,,
The Dubious Hills,Pamela Dean,,,,,,,,,,,,,,,,,,,,,H,,,,
The Eagle's Flight,Daniel E. Olesen,,,,,,,,X,,,,,,,,,,,,X,,,,,
The Echo Wife,Sarah Gailey,,,,,,H,X,,,,,,,,,,,,,,,,,,
The Edge,Ilona Andrews,,,X,,,,,,,,,,,,,,,,,,,,,,
The Egg & Other Stories,Andy Weir,,,,,,,,,,,,,,,,,,H,,,,,,,
The Einstein Intersection,Samuel R Delany,H,,,,,,,,,,,,,,,,,,,,,,,,
The Eldest Throne,Bernie Anés Paz,,,,,,,,,,,,,,,,,,,,,,X,,,
The Elemental Logic of Stories,Laurie J. Marks,,,,,,,,,,,,,,,,,,,,,H,,,,
The Elimist Chronicles,K.A. Applegate,,,,,,,,,,,,,,,,X,,,,,,,,,
The Emperor's Blades,Brian Staveley,,,,,,,,X,,,,,,,,,,,,,,,,,
The Emperor's Soul,Brandon Sanderson,,,,,,X,,,,,,,,,,,,,,,,,,,
The Empire of the Dead,Phil Tucker,,,,,,,,X,,,,,,,,,,,,,,,,,
The Employees,Olga Ravn,,,,,,H,,,,,,,,,,,,,,,,,,,
The Empress of Salt and Fortune,Nghi Vo,,,,H,,,,X,,H,,,,,,,,,,,,,,,
The Enchanter,Tobias Begley,,,,,,,,,,,,,H,,,,,,,,,,,,
The Enterprise of Death,Jesse Bullington,,,,,,,,,,,,,,,,,,,,,H,,,,
The Etched City,K. J. Bishop,,,,,,H,,,,,,X,,,,,,,,,H,,,,
The Ex Hex,Erin Sterling,,,,,,,,,,,,,,X,,,,,,,,,,,
The Expanse,James S.A. Corey,,,X,,X,,,,,,,H,,,,,,,,,,,,,
The Expert System's Brother,Adrian Tchaikovsky,,H,,,,,,,,H,,,,,,,,,,,,,,,
The Explosionist,Jenny Davidson,,,,,,,,,,,,,,,,,,,,,H,,,,
The Extraordinaries,T.J. Klune,,,,,,,,,,,,,,H,,,,,H,,,,,,X
The Extraordinary Adventures of the Athena Club,Theodora Goss,,,,X,,,,,,,,,,,,,,,,,,,,,
The Eyre Affair,Jasper Fforde,,,,,,,,,,,,,,,,,X,,,,,,,,
The Face of Twilight,Mark Samuels,,,,,,,,,,,,,,,,,,,,,H,,,,
The Factory,Hiroko Oyamada,,,,,,,,,,,,,,,,,,,,,,X,,,
The Fall of the Kings (w/ Delia Sherman),Ellen Kushner,,,,,,,,,,,,,,,,,,,,,H,,,,
The Fall of the Kings (with Ellen Kushner),Delia Sherman,,,,,,,,,,,,,,,,,,,,,H,,,,
The Falling Woman,Pat Murphy,,,,,,,,,,,,,,,,,,,,,H,,,,
The Famished Road,Ben Okri,,,,,,,,,,,,,,,X,,,,,,,,,,
The Fated Sky,Mary Robinette Kowal,,,,,X,,,,,,,,,,,,,,,,,,,,
The Fifth Head of Cerberus,Gene Wolfe,,,,,,,,,,,,,,,,,,,,,,,X,,
The Fifth Season,N. K. Jemisin,,H,,,,,,X,,,,,,,,,,,,,,,,,X
The Final Strife,Saara El-Arifi,,,,,,,,,,,,,H,,H,,,,,,,,,,
The Fionavar Tapestry,Guy Gavriel Kay,,,,,,,,,,,,,,,,,,,,,H,,,,
The First Fifteen Lives of Harry August,Claire North,,,,,,X,,,,,,,,,,,X,,,,,,,,
The First Law Universe,Joe Abercrombie,H,,,,,,,,,,,,,,,,,,,,,,,,
The First Sister,Linden A. Lewis,,,,,,,,X,,H,,,,,,,,,,,,,,,
The Fisherman,John Langan,,,,,,,,X,,,,,,,,,,,,,,,,,
The Folding Knife,K.J. Parker,,,,,,X,,,,,,,,,,,,,,,H,,,,
The Folly of the World,Jesse Bullington,,,,,,,,,,,,,,,,,,,,,H,,,,
The Forest of Forever,Thomas Burnett Swan,,,,,,,,,,,,,,,,,,,,,H,,,,
The Forest of Memory,Mary Robinette Kowal,,,,,,H,,,,,,,,,,,,,,,,,,,
The Forever War,Joe Haldeman,,,,,,X,,,,,,,,,,,H,,,,,,,,
The Forgotten Beasts of Eld,Patricia A. McKillip,,,,,,X,,X,,,,,,,,,,,,,H,,,,
The Founders trilogy,Robert Jackson Bennett,H,,,,,,,,,,,,,,,,,,,,,,,,
The Four Profound Weaves,R.B. Lemberg,H,,,,,,,X,,,,,,,,,,,H,,H,,,,
The Freedom Maze,Delia Sherman,,,,,,,,,,,,,,,,,,,,,H,,,,
The Fresco,Sheri S. Tepper,,,,,,,,,,,,,,,,,,,,,H,,,,
The Furies,Suzy McKee Charnas,,,,,,,,,,,,,,,,,,,,,H,,,,
The Fuse,Antony Johnston & Justin Greenwood,,,,,X,,,,,,,,,,,,,,,,,,,,
The Future of Another Timeline,Annalee Newitz,,,,,,H,,,,,,,,,,,X,,,,,,,,
The Galaxy and the Ground Within,Becky Chambers,,,,,,,,,,,,,,,,H,,,,,,,,,
The Gameshouse,Claire North,,,,,,X,,,,,,,,,,,,,,,,,,,
The Gathering of the Lost,Helen Lowe,,,,,,,,,,,,,,,,,,,,,H,,,,
The Gathering Storm (w/ Robert Jordan),Brandon Sanderson,,,,,,,,,,,,,,,,,,,,,H,,,,
The Geek Feminist Revolution,Kameron Hurley,,,,,,,,X,,,,,,,,,,,,,,,,,
The Genesis of Misery,Neon Yang,,,,,,,,,,,,,X,,,,,,,,,,,,
The Genius Plague,David Walton,,,,,,H,,,,,,,,,,,,,,,,,,,
The Ghost Bride,Yangsze Choo,,,,H,,H,,,,,,,,,,,,,,,H,,,,
The Gift,Patrick O'Leary,,,,,,,,,,,,,,,,,,,,,H,,,,
The Gift,Scott Edelman,,,,,,,,,,,,,,,,,,,,,H,,,,
The Gilda Stories,Jewelle L. Gomez,,,,,,,,,,,X,,,,,,,,,,,,,,
The Gilded Ones,Namina Forna,,,,,,,,,,,,,,,H,,,,,,,,,,
The Gilded Wolves,Roshani Chokshi,,,,H,,,,,,,,,,,,,,,,,,X,,,
The Girl From the Sea,Molly Knox Ostertag,,,,,,,,,,,,,,,,,,,,,,,H,,
The Girl Who Drank the Moon,Kelly Barnhill,,,,,,H,,,,,,,,,,,,,,,,,,,
The Girl With All the Gifts,M.R. Carey,,,,,,X,,,,,,,,,,,,,,,,,,,
The Glass Alliance,Joanna Hathaway,,,,,,,,,,X,,,,,,,,,,,,,,,
The Glittering World,Robert Levy,,,,,,,,,,,,,,,,,,,,,H,,,,
The Goblin Emperor,Katherine Addison,,,,,,X,,X,,,,,,,,X,,,,,,,,,
The God Eaters,Jesse Hajicek,H,,,,,,,,,,,,,,,,,,,,,,,,
The Gods are Bastards,DD Webb,H,,,,,,,,,,,,,,,,,,,,,,,H,
The Gods of Jade and Shadow,Silvia Moreno-Garcia,,,,,,H,,,,,,,,,,,,,,,,,,,
The Golden Cat,Gabriel King,,,,,,,,,,,,,,,,H,,,,,,,,,
The Golden Key,"Kate Elliott, Roberson, Melanie Rawn",,,H,,,,,,,,,,,,,,,,,,,,,,
The Golem and the Jinni,Helene Wecker,,,,H,,X,,X,,,,,,,,X,,,,,,,,,
The Good Fairies of New York,Martin Millar,,,,,,H,,,,,,,,X,,,,,,,,,,,
The Gospel of Loki,Joanne M. Harris,,,,,,,,,,,X,,,,,,,,,,H,,,,
The Gospel of the Knife,Will Shetterly,,,,,,,,,,,,,,,,,,,,,H,,,,
The Grace of Kings,Ken Liu,,,,,,,,X,,,,,,,,,,,,,,,,,
The Grail of Hearts,Susan Shwartz,,,,,,,,,,,,,,,,,,,,,H,,,,
The Grand Ellipse,Paula Volsky,,,,,,,,,,,,,,,,,,,,,H,,,,
The Grandmaster of Demonic Cultivation,Mò Xiāng Tóng Xiù,,,,,,,,,H,,,,,,,,,,,,,,,,
The Graveyard Book,Neil Gaiman,,,,,,X,,,,,,,,,,,,,,,,,,,
The Gray House,Mariam Petrosyan,,,,,,H,,X,,,,,,,,,X,,,,,,,,
The Great Library,Rachel Caine,H,,,,,,,,,,,,,,,,,,,,,,,,
The Grey Bastards,Jonathan French,,,,,,,,,,,,,,,,X,,,,,,,,,
The Grey Horse,R.A. MacAvoy,,,,,,,,,,,,,,,,,,,,,,,H,,
The Grey Mane of Morning,Joy Chant,,,,,,,,,,,,,,,,,,,,,H,,,,
The Guardener's Tale,Bruce Boston,,,,,,,,,,,,,,,,,,,,,H,,,,
The Guild of Cowry Catchers,Abigail Hilton,H,,,,,,,,,,,,,,,,,,,,,,,,
"The Gumshoe, the Witch, and the Virtual Corpse",Keith Hartman,,,,,,,,,,,,,,,,,,,,,H,,,,
The Guns of Avalon,Roger Zelazny,,,,,,,,,,,,,,,,,,,,,H,,,,
The Gurkha and the Lord of Tuesday,Saad Z. Hossain,,,,,,H,,,,,X,,,,,X,,,,,,,,,
The Half Killed,Quenby Olson,,,,,,,,X,,,,,,,,,,,,,,,,,
The Half-Drowned King,Linnea Hartsuyker,,,,H,,,,,,,,,,,,,,,,,,,,,
The Hallowed Hunt,Lois McMaster Bujold,,,,,,,,,,,,,,,,,,,,,H,,,,
The Hammer of The Gods,Andrew Marc Rowe,,,,,,,,X,,,,,,,,,,,,,,,,,
The Hand of the Sun King,J.T. Greathouse,,,,,,,,,,X,,H,,,,,,,,,,,H,,
The Hands of the Emperor,Victoria Goddard,,,,,,,,,,,,,,,,,H,,H,,,,,,H
The Harlequin Tartan,Raymond St. Elmo,,,,,,,,,,,,,,,,,,,,H,,,,,
The Harvest,Perry Brass,,,,,,,,,,,,,,,,,,,,,H,,,,
The Haunted,Bentley Little,,,,,,,,,,,,,,,,,,,,,H,,,,
The Haunting of Tram Car 015,P. Djèlí Clark,,,,,,,,X,,,,,,,,,,,,,,,,,
The Heart of Stone,Ben Galley,,,,,,X,,,,,,,,,,X,,,,,,,,,
The Heavenly Fox,Richard Parks,,,,,,,,,,,,,,,,,,,,,H,,,,
The Heavens Rise,Christopher Rice,,,,,,,,,,,,,,,,,,,,,H,,,,
The Hellfire Club,Peter Straub,,,,,,,,,,,,,,,,,,,,,H,,,,
The Heretic's Guide to Homecoming,Sienna Tristan,,,,,,,,,,,,,,,,,,,H,,,,,,
The Hero and the Crown,Robin McKinley,,,,,,,,X,H,,,,,,,,,,,,H,,,,
The Hero of Ages,Brandon Sanderson,,,,,,,,,,,,,,,,,,,,,H,,,,
The Heroes,Joe Abercrombie,,,,,,X,,,,,,,,,,,,,,,H,,,,
The Heroes of Olympus,Rick Riordan,H,,,,,,,,,,,,,,,,,,,,,,,,
The Hidden City,Michelle West,,,,,,,,X,,,,,,,,,,,,,,,,,
The High House,James Stoddard,,,,,,,,,,,,,,,,,,,,,H,,,,
The High King’s Vengeance,Steven Poore,,,,,,,,,,,,,,,,,,,,,H,,,,
The Historian,Elizabeth Kostova,,,,X,,,,,,,,,,,,,,,,,,,,,
The History of our World Beyond the Wave,R. E. Klein,,,,,,,,,,,,,,,,,,,,,H,,,,
The Hobbit,J.R.R. Tolkien,,,,,,X,,X,,,,,,,,,,,,,,,,,
The Hollow Kingdom,Kira Jane Buxton,,,,,,,,,,,,,,,,H,,,,,,,,,
The Hollow Places,T. Kingfisher,,H,,,,H,,,,,,,,,,,,,,,,,,,
The Hollowing,Robert Holdstock,,,,,,,,,,,,,,,,,,,,,H,,,,
The Hollows,Kim Harrison,,,,,,H,,,,,,,,H,,,,,,,,,,,
The Homecoming Saga,Orson Scott Card,,,,,H,,,,,,,,,,,,,,,,,,,,
The Hork Bajir Chronicles,K.A. Applegate,,,,,,,,,,,,,,,,X,,,,,,,,,
The Hour Before Dark,Douglas Clegg,,,,,,,,,,,,,,,,,,,,,H,,,,
The Hour of the Oxrun Dead,Charles L. Grant,,,,,,,,,,,,,,,,,,,,,H,,,,
The House in the Cerulean Sea,T.J. Klune,X,,,,,H,,,,,,,,,,,,,H,,,,,,
The House of the Spirits,Isabel Allende,,,,,,H,,,,,,,,,,,,,,,,X,,,H
The House of the Stag,Kage Baker,,,,,,,,,,,,,,,,,,,,,H,,,,
The House with a Clock in Its Walls,John Bellairs,,,,,,,,X,,,,,,,,,,,,,,,,,
The Hunger,Alma Katsu,,,,,,,,X,,,,,,,,,,,,,H,,,,
The Hunger Games,Suzanne Collins,,,,,,,,,,H,,,,,,,,,,,,,,,
The Hunter's Gambit,Nicholas McIntire,H,,,,,,,,,,,,,,,,,,,,,,,,
The Icarus Girls,Helen Oyeyemi,,,,,,,,,,,,,,,X,,,,,,,,,,
The Ice People,Maggie Gee,,,,,,,,,,,,,,,,,,,,,H,,,,
The Imaginary Corpse,Tyler Hayes,,,,,,X,,,,,,,,,,H,,,,,,,,,
The Immortals,Tamora Pierce,,,,,,,,,,,,,,,,,,,,,,,H,,
The Indifference of Heaven,Gary A. Braunbeck,,,,,,,,,,,,,,,,,,,,,H,,,,
The Indranan War,KB Wagers,H,,,,,,,,,,,,,,,,,,,,,,,,
The Inheritance of Orquídea Divina,Zoraida Córdova,,,,,,H,,,,,H,,,,,,,,,,,,,,H
The Innkeeper Chronicles,Ilona Andrews,,,X,,,,,,X,,,,,X,,,,,,,,,,,
The Innsmouth Legacy,Ruthanna Emrys,H,,,,,,,,,,,,,,,,,,,,,,,,
The Integral Trees,Larry Niven,,H,,,,,,,,,,,,,,,,,,,,,,,
The Invention of Morel,Adolfo Bioy Casares,,,,,,,,,,,X,,,,,,H,,,,,,,,
The Invisible Life of Addie LaRue,V.E. Schwab,,,,,,H,,,,,H,,,,,,,,,,,,,,
The Iron Bridge,David E. Morse,,,,,,,,,,,,,,,,,,,,,H,,,,
The Iron Council,China Mieville,H,,,,,,,,,H,,,,,,,,,,,,,,,
The Iron Dragon's Daughter,Michael Swanwick,,,,,,,,,,,,,,,,,,,,,H,,,,
The Iron Druid Chronicles,Kevin Hearne,,,,,,,,,H,,,,,X,,,,,,,,,X,,
The Iron Ghost,Jen Williams,,,,,,,,,,,,,,,,,,,,,H,,,,
The Islands at the End of the World,Austin Aslan,,,,,,,,,,,,,,,,,,,,,,,,,H
The Jasmine Throne,Tasha Suri,,H,,,,,,X,,X,,,,,,,,,,,,X,,,
The Kaiju Preservation Society,John Scalzi,,H,,,,,,,,,,,,,,,,,,,,,,,
The Keeper of Lost Things,Ruth Hogan,,,,,,H,,,,,,,,,,,,,,,,,,,
The Kingdoms,Natasha Pulley,,,,H,,,,,,,,,,,,,X,,,,,,,,
The Kingston Cycle,C.L. Polk,H,,,,,,,,,,,,,,,,,,,,,,,,
The Knight and the Necromancer,AH Lee,H,,,,,,,,,,,,,,,,,,,,,,,,
The Labyrinth's Archivist,Day Al-Mohamed,,,,,,H,,X,,,,,,,,,,,,,,X,,,
The Ladies of Grace Adieu,Susanna Clarke,,,,,,,,,,,,,,,,,,H,,,H,,,,
The Lady Astronaut Series,Mary Robinette Kowal,,,,,,,,,,,,,,,,,,,H,,,,,,
The Land Across,Gene Wolfe,,,,,,,,,,,,,,,,,,,,,H,,,,
The Last Angel,Proximal Flame,H,,,,,,,,,,,,,,,,,,,,,,,,
The Last Astronaut,David Wellington,,,,,X,,,,,,,,,,,,,,,,,,,,
The Last Call of Mourning,Charles L. Grant,,,,,,,,,,,,,,,,,,,,,H,,,,
The Last Coin,James Blaylock,,,,,,,,,,,,,,,,,,,,,H,,,,
The Last Dance,Martin Shoemaker,,,,,X,,,,,,,,,,,,,,,,,,,,
The Last Dragonkeeper,Drew Montgomery,,,,,,,,,,,,,,,,,,,,H,,,,,
The Last God,Michael McClung,,,,,,,,X,,,,,,,,,,,,,,,,,
The Last Herald Mage,Mercedes Lackey,H,,,,,,,,,,,,,,,,,,,,,,,,
The Last Shadow,J.D. Robinson,,,,,,,,,,,,,,,,,,,,H,,,,,
The Last Smile in Sunder City,Luke Arnold,,,,,,,,,,,,,,X,,,,,,,,,,,
The Last Sun,K.D. Edwards,,,,,,,,X,,,,,,H,,,,,,,,,,,
The Last Unicorn,Peter S. Beagle,,,,,,X,,,,,,,,,,,,,,,,,,,
The Last Watch,J.S. Dewes,,,,,X,,,,,,,,,,,,,,,,,,,,
The Last Wish,Andrzej Sapkowski,,,,,,,,,,,,,,,,,,H,,,,,,,
The Last Witchfinder,James Morrow,,,,,,,,,,,,,,,,,,,,,H,,,,
The Left Hand of Darkness,Ursula K Le Guin,X,H,,,,X,,X,,,,,,,,,,,,,,,,,
The Left-Handed Booksellers of London,Garth Nix,,,,,,,,,,,,,,,,,,,,,H,,,,
The Legend of Drizzt,R.A. Salvatore,,,,,,,,,H,,,,,,,,,,,,,,,,
The Liar's Knot,M.A. Carrick,,,X,,,,,,,,,,,,,,,,,,,,,,
The Library at Mount Char,Scott Hawkins,,,,,,X,,X,,H,,,,,,,X,,,,,,,,
The Licking Valley Coon Hunters Club,Brian A. Hopkins,,,,,,,,,,,,,,,,,,,,,H,,,,
The Lie Tree,Frances Hardinge,,,,,,,H,,,,,,,,,,,,,,,,,,
The Lies of Locke Lamora,Scott Lynch,,,,,,,,X,,,H,,,,,,,,,,H,,,,
The Light Ages,Ian R. MacLeod,,,,,,,,,,,,,,,,,,,,,H,,,,
The Light Between Worlds,Laura Weymouth,,,,,,H,,,,,,,,,,,,,H,,,,,,
The Light Brigade,Kameron Hurley,H,,,,,X,,,,H,,,,,,,X,,,,,,,,
The Light Maze,Joan North,,,,,,,,,,,,,,,,,,,,,H,,,,
The Light of the Midnight Stars,Rena Rossner,,,,,,,,,,,,,,,,,,,,,,,,,X
The Lighthouse Duet,Carol Berg,,,,,,,,,,,,,,,,,H,,H,,,,,,
The Lightning-Struck Heart,T. J. Klune,,,,,,,,X,,,,,,,,,,,,,,,,,
The Lights of Prague,Nicole Jarvis,,,,H,,,,,,,,,,,,,,,,,,,,,
The Liminal People,Ayize Jama-Everett,,,,,,,,,,,,,,,X,,,,,,,,,,
The Limits of Enchantment,Graham Joyce,,,,,,,,,,,,,,,,,,,,,H,,,,
The Line Between,Peter S. Beagle,,,,,,,,,,,,,,,,,,,,,H,,,,
